zip,lat,lng,city,state_id,state_name,population
31021,32.49002,-82.93435,Dublin,GA,Georgia,27821
31022,32.51216,-83.10954,Dudley,GA,Georgia,1808
31023,32.18288,-83.1991,Eastman,GA,Georgia,14153
31024,33.32344,-83.36987,Eatonton,GA,Georgia,20644
31025,32.33833,-83.73876,Elko,GA,Georgia,999
31027,32.57405,-82.81959,East Dublin,GA,Georgia,10202
31028,32.63164,-83.68459,Centerville,GA,Georgia,6170
31029,33.03894,-83.92977,Forsyth,GA,Georgia,16524
31030,32.56861,-83.89103,Fort Valley,GA,Georgia,17461
31031,32.87424,-83.32555,Gordon,GA,Georgia,6488
31032,33.01039,-83.57292,Gray,GA,Georgia,15141
31033,33.07661,-83.43643,Haddock,GA,Georgia,2531
31034,33.05473,-83.22538,Hardwick,GA,Georgia,166
31035,32.84601,-82.7062,Harrison,GA,Georgia,1003
31036,32.27055,-83.49597,Hawkinsville,GA,Georgia,10348
31037,32.12056,-82.93245,McRae Helena,GA,Georgia,3008
31038,33.15554,-83.61644,Hillsboro,GA,Georgia,945
31039,32.6024,-84.38036,Howard,GA,Georgia,0
31041,32.37905,-84.1721,Ideal,GA,Georgia,885
31042,32.74421,-83.16964,Irwinton,GA,Georgia,1437
31044,32.66857,-83.37612,Jeffersonville,GA,Georgia,2878
31045,33.28484,-82.78933,Jewell,GA,Georgia,27
31046,33.05237,-83.78302,Juliette,GA,Georgia,3365
31047,32.46786,-83.58009,Kathleen,GA,Georgia,16375
31049,32.68281,-82.52634,Kite,GA,Georgia,1731
31050,32.72924,-83.94096,Knoxville,GA,Georgia,831
31051,32.14456,-83.87812,Lilly,GA,Georgia,82
31052,32.7743,-83.84664,Lizella,GA,Georgia,9462
31054,32.88214,-83.20723,McIntyre,GA,Georgia,1384
31055,31.98248,-82.89046,McRae Helena,GA,Georgia,6118
31057,32.43319,-83.94324,Marshallville,GA,Georgia,1495
31058,32.4911,-84.41273,Mauk,GA,Georgia,1633
31060,31.98333,-83.05673,Milan,GA,Georgia,1777
31061,33.06041,-83.22816,Milledgeville,GA,Georgia,41678
31062,33.04336,-83.21563,Milledgeville,GA,Georgia,59
31063,32.29249,-83.9648,Montezuma,GA,Georgia,4707
31064,33.29031,-83.69986,Monticello,GA,Georgia,9550
31065,32.56301,-83.16642,Montrose,GA,Georgia,1573
31066,32.80757,-83.98953,Musella,GA,Georgia,1299
31067,32.85229,-82.96471,Oconee,GA,Georgia,227
31068,32.33226,-84.10704,Oglethorpe,GA,Georgia,4990
31069,32.4406,-83.74373,Perry,GA,Georgia,22927
31070,32.18801,-83.78669,Pinehurst,GA,Georgia,1017
31071,32.13325,-83.52255,Pineview,GA,Georgia,1294
31072,31.96582,-83.56619,Pitts,GA,Georgia,1083
31075,32.35428,-82.95277,Rentz,GA,Georgia,2702
31076,32.54709,-84.10762,Reynolds,GA,Georgia,2736
31077,31.93489,-83.17727,Rhine,GA,Georgia,1166
31078,32.6987,-84.06456,Roberta,GA,Georgia,3034
31079,31.94104,-83.46303,Rochelle,GA,Georgia,2627
31081,32.40824,-84.27725,Rupert,GA,Georgia,22
31082,32.992,-82.89815,Sandersville,GA,Georgia,10255
31083,32.04473,-82.81957,Scotland,GA,Georgia,427
31084,31.96152,-83.6028,Seville,GA,Georgia,0
31085,33.42557,-83.631,Shady Dale,GA,Georgia,1150
31087,33.26609,-83.00712,Sparta,GA,Georgia,8922
31088,32.58587,-83.65528,Warner Robins,GA,Georgia,56997
31089,32.85239,-82.86361,Tennille,GA,Georgia,4238
31090,32.79599,-83.0512,Toomsboro,GA,Georgia,1188
31091,32.23653,-83.69966,Unadilla,GA,Georgia,4185
31092,32.08984,-83.78304,Vienna,GA,Georgia,5430
31093,32.64815,-83.65688,Warner Robins,GA,Georgia,26498
31094,33.11378,-82.79892,Warthen,GA,Georgia,710
31096,32.71875,-82.70636,Wrightsville,GA,Georgia,7353
31097,32.89947,-84.15554,Yatesville,GA,Georgia,1437
31098,32.61898,-83.57357,Warner Robins,GA,Georgia,3721
31201,32.81433,-83.61846,Macon,GA,Georgia,7240
31204,32.84996,-83.67609,Macon,GA,Georgia,30715
31206,32.79383,-83.6832,Macon,GA,Georgia,27238
31207,32.82859,-83.64928,Macon,GA,Georgia,1728
31210,32.90486,-83.7356,Macon,GA,Georgia,34106
31211,32.90665,-83.60435,Macon,GA,Georgia,15008
31213,32.84009,-83.63937,Macon,GA,Georgia,0
31216,32.72885,-83.67914,Macon,GA,Georgia,17533
31217,32.84506,-83.50568,Macon,GA,Georgia,16950
31220,32.87813,-83.8209,Macon,GA,Georgia,15393
31301,31.7581,-81.60386,Allenhurst,GA,Georgia,3915
31302,32.12567,-81.34134,Bloomingdale,GA,Georgia,8084
31303,32.49631,-81.30616,Clyo,GA,Georgia,2501
31305,31.39057,-81.39054,Darien,GA,Georgia,5183
31307,32.17979,-81.3967,Eden,GA,Georgia,1432
31308,32.1758,-81.48024,Ellabell,GA,Georgia,8394
31309,31.88382,-81.44358,Fleming,GA,Georgia,615
31312,32.3211,-81.40126,Guyton,GA,Georgia,23175
31313,31.83534,-81.6183,Hinesville,GA,Georgia,41967
31314,31.90628,-81.61671,Fort Stewart,GA,Georgia,1740
31315,31.88768,-81.60598,Fort Stewart,GA,Georgia,7952
31316,31.7183,-81.73457,Ludowici,GA,Georgia,12363
31318,32.13575,-81.37566,Meldrim,GA,Georgia,400
31320,31.76707,-81.36231,Midway,GA,Georgia,8710
31321,32.18185,-81.66472,Pembroke,GA,Georgia,7859
31322,32.10265,-81.25626,Pooler,GA,Georgia,26399
31323,31.67359,-81.45304,Riceboro,GA,Georgia,1562
31324,31.85707,-81.26951,Richmond Hill,GA,Georgia,31978
31326,32.29653,-81.22824,Rincon,GA,Georgia,22290
31327,31.44909,-81.25132,Sapelo Island,GA,Georgia,18
31328,32.01046,-80.89009,Tybee Island,GA,Georgia,3483
31329,32.4251,-81.34314,Springfield,GA,Georgia,9313
31331,31.5159,-81.42042,Townsend,GA,Georgia,5963
31333,31.76786,-81.62758,Walthourville,GA,Georgia,174
31401,32.06831,-81.09252,Savannah,GA,Georgia,19833
31404,32.05064,-81.05367,Savannah,GA,Georgia,33495
31405,32.0392,-81.17352,Savannah,GA,Georgia,38145
31406,31.97783,-81.08517,Savannah,GA,Georgia,34676
31407,32.18232,-81.19942,Port Wentworth,GA,Georgia,20750
31408,32.11164,-81.18158,Savannah,GA,Georgia,11336
31409,32.0106,-81.15539,Savannah,GA,Georgia,726
31410,32.01821,-80.99215,Savannah,GA,Georgia,24151
31411,31.94002,-81.03511,Savannah,GA,Georgia,9085
31415,32.0802,-81.126,Savannah,GA,Georgia,11935
31419,31.98479,-81.23867,Savannah,GA,Georgia,56947
31421,32.08712,-81.08016,Savannah,GA,Georgia,0
31501,31.22693,-82.34852,Waycross,GA,Georgia,14258
31503,31.17687,-82.40173,Waycross,GA,Georgia,22421
31510,31.54729,-82.43992,Alma,GA,Georgia,9344
31512,31.54535,-83.01255,Ambrose,GA,Georgia,1931
31513,31.77792,-82.34622,Baxley,GA,Georgia,15723
31516,31.30946,-82.2565,Blackshear,GA,Georgia,15477
31518,31.51272,-82.18325,Bristol,GA,Georgia,756
31519,31.67641,-82.86946,Broxton,GA,Georgia,3640
31520,31.17745,-81.48729,Brunswick,GA,Georgia,21864
31522,31.23595,-81.35528,Saint Simons Island,GA,Georgia,17250
31523,31.21113,-81.61519,Brunswick,GA,Georgia,14182
31524,31.24098,-81.47449,Brunswick,GA,Georgia,0
31525,31.3114,-81.5229,Brunswick,GA,Georgia,29792
31527,31.07155,-81.42225,Jekyll Island,GA,Georgia,1182
31532,31.72462,-82.74889,Denton,GA,Georgia,594
31533,31.55021,-82.8287,Douglas,GA,Georgia,16810
31535,31.45841,-82.86504,Douglas,GA,Georgia,12185
31537,30.89223,-82.12492,Folkston,GA,Georgia,9996
31539,31.82393,-82.60658,Hazlehurst,GA,Georgia,14543
31542,31.1528,-82.12166,Hoboken,GA,Georgia,2592
31543,31.34455,-81.82697,Hortense,GA,Georgia,4326
31544,31.83802,-82.95561,Jacksonville,GA,Georgia,659
31545,31.64867,-81.9405,Jesup,GA,Georgia,15445
31546,31.52521,-81.8113,Jesup,GA,Georgia,8870
31547,30.79096,-81.53443,Kings Bay,GA,Georgia,1534
31548,30.7953,-81.71043,Kingsland,GA,Georgia,22717
31549,31.94503,-82.70922,Lumber City,GA,Georgia,2287
31550,31.13924,-82.59575,Manor,GA,Georgia,597
31551,31.49223,-82.27322,Mershon,GA,Georgia,879
31552,31.29144,-82.5996,Millwood,GA,Georgia,943
31553,31.17307,-81.98026,Nahunta,GA,Georgia,4777
31554,31.48265,-82.61861,Nicholls,GA,Georgia,7641
31555,31.70275,-82.06647,Odum,GA,Georgia,2786
31556,31.40508,-82.1152,Offerman,GA,Georgia,63
31557,31.3745,-82.09711,Patterson,GA,Georgia,3637
31558,30.80173,-81.51606,Saint Marys,GA,Georgia,21725
31560,31.50312,-82.02896,Screven,GA,Georgia,2733
31561,31.20199,-81.3373,Sea Island,GA,Georgia,103
31562,30.47778,-82.10755,Saint George,GA,Georgia,2463
31563,31.73653,-82.18288,Surrency,GA,Georgia,1508
31564,31.24872,-82.47093,Waresboro,GA,Georgia,0
31565,31.06868,-81.64783,Waverly,GA,Georgia,2301
31566,31.18357,-81.8084,Waynesville,GA,Georgia,4184
31567,31.63011,-82.70705,West Green,GA,Georgia,1252
31568,31.00975,-81.82218,White Oak,GA,Georgia,459
31569,30.90167,-81.68249,Woodbine,GA,Georgia,5469
31599,31.56333,-81.90271,Jesup,GA,Georgia,0
31601,30.74772,-83.33968,Valdosta,GA,Georgia,31972
31602,30.86734,-83.34269,Valdosta,GA,Georgia,35837
31605,30.93334,-83.23482,Valdosta,GA,Georgia,23839
31606,30.7963,-83.18647,Valdosta,GA,Georgia,3575
31620,31.11861,-83.43731,Adel,GA,Georgia,11236
31622,31.37446,-83.2023,Alapaha,GA,Georgia,1667
31623,31.07137,-82.644,Argyle,GA,Georgia,367
31624,31.29911,-82.72612,Axson,GA,Georgia,1342
31625,30.9918,-83.52556,Barney,GA,Georgia,1283
31626,30.77609,-83.80208,Boston,GA,Georgia,3266
31627,31.03923,-83.39238,Cecil,GA,Georgia,224
31629,30.82051,-83.68809,Dixie,GA,Georgia,1232
31630,30.92354,-82.85667,Du Pont,GA,Georgia,569
31631,30.71119,-82.64657,Fargo,GA,Georgia,470
31632,30.9876,-83.36006,Hahira,GA,Georgia,13896
31634,31.02867,-82.7321,Homerville,GA,Georgia,5277
31635,31.103,-83.04317,Lakeland,GA,Georgia,7133
31636,30.7337,-83.1096,Lake Park,GA,Georgia,10121
31637,31.293,-83.44092,Lenox,GA,Georgia,2916
31638,30.90627,-83.51589,Morven,GA,Georgia,1165
31639,31.21239,-83.19248,Nashville,GA,Georgia,10523
31641,30.93182,-83.09672,Naylor,GA,Georgia,1731
31642,31.25989,-82.88273,Pearson,GA,Georgia,4721
31643,30.77061,-83.55859,Quitman,GA,Georgia,9433
31645,31.06245,-83.21846,Ray City,GA,Georgia,4534
31647,31.21033,-83.43158,Sparks,GA,Georgia,3405
31648,30.70834,-83.00838,Statenville,GA,Georgia,815
31649,30.94349,-83.00781,Stockton,GA,Georgia,910
31650,31.38327,-83.02761,Willacoochee,GA,Georgia,3473
31698,30.84749,-83.29051,Valdosta,GA,Georgia,796
31699,30.96666,-83.19237,Moody Afb,GA,Georgia,728
31701,31.57376,-84.15508,Albany,GA,Georgia,18105
31704,31.551,-84.05634,Albany,GA,Georgia,146
31705,31.51169,-84.05333,Albany,GA,Georgia,31241
31707,31.58736,-84.20689,Albany,GA,Georgia,23900
31709,32.05071,-84.14011,Americus,GA,Georgia,16631
31711,32.18766,-84.12258,Andersonville,GA,Georgia,712
31712,31.8215,-83.72806,Arabi,GA,Georgia,1515
31714,31.71075,-83.67496,Ashburn,GA,Georgia,6021
31716,31.36512,-84.11445,Baconton,GA,Georgia,2757
31719,32.08261,-84.29768,Americus,GA,Georgia,8060
31720,30.87986,-83.72297,Barwick,GA,Georgia,286
31721,31.5087,-84.30331,Albany,GA,Georgia,20094
31722,31.05492,-83.61559,Berlin,GA,Georgia,771
31727,31.41778,-83.3874,Brookfield,GA,Georgia,0
31730,31.20749,-84.28438,Camilla,GA,Georgia,8103
31733,31.59293,-83.48599,Chula,GA,Georgia,1218
31735,31.97195,-83.96446,Cobb,GA,Georgia,517
31738,31.01133,-83.87502,Coolidge,GA,Georgia,2031
31743,31.90089,-84.00604,De Soto,GA,Georgia,112
31744,31.33709,-83.90646,Doerun,GA,Georgia,3078
31747,31.1753,-83.58736,Ellenton,GA,Georgia,171
31749,31.42128,-83.3315,Enigma,GA,Georgia,2446
31750,31.73391,-83.21752,Fitzgerald,GA,Georgia,18415
31753,31.20044,-83.87287,Funston,GA,Georgia,101
31756,31.17558,-83.96224,Hartsfield,GA,Georgia,1317
31757,30.87291,-83.89945,Thomasville,GA,Georgia,11498
31763,31.73889,-84.14711,Leesburg,GA,Georgia,27998
31764,31.9772,-84.08135,Leslie,GA,Georgia,1743
31765,31.09514,-84.0346,Meigs,GA,Georgia,2516
31768,31.19329,-83.84047,Moultrie,GA,Georgia,22024
31771,31.24332,-83.64775,Norman Park,GA,Georgia,7744
31772,31.72213,-83.96504,Oakfield,GA,Georgia,543
31773,30.97795,-84.04624,Ochlocknee,GA,Georgia,4583
31774,31.56102,-83.27125,Ocilla,GA,Georgia,6309
31775,31.33418,-83.60366,Omega,GA,Georgia,3046
31778,30.9754,-83.70931,Pavo,GA,Georgia,2612
31779,31.10032,-84.19117,Pelham,GA,Georgia,9575
31780,32.02898,-84.39024,Plains,GA,Georgia,2092
31781,31.56062,-83.79316,Poulan,GA,Georgia,2094
31783,31.76416,-83.4738,Rebecca,GA,Georgia,1512
31784,31.25671,-84.0431,Sale City,GA,Georgia,1030
31787,31.89994,-84.24947,Smithville,GA,Georgia,1255
31788,31.10891,-83.68099,Moultrie,GA,Georgia,9940
31789,31.47858,-83.73257,Sumner,GA,Georgia,1337
31790,31.64823,-83.5693,Sycamore,GA,Georgia,2318
31791,31.53383,-83.87833,Sylvester,GA,Georgia,11434
31792,30.77079,-84.04238,Thomasville,GA,Georgia,22915
31793,31.46104,-83.58386,Tifton,GA,Georgia,9267
31794,31.44418,-83.45151,Tifton,GA,Georgia,28009
31795,31.47611,-83.67633,Ty Ty,GA,Georgia,1610
31796,31.77351,-83.87659,Warwick,GA,Georgia,1231
31798,31.64117,-83.04333,Wray,GA,Georgia,1209
31801,32.51765,-84.5906,Box Springs,GA,Georgia,2829
31803,32.30501,-84.51682,Buena Vista,GA,Georgia,4681
31804,32.66199,-84.88402,Cataula,GA,Georgia,6266
31805,32.26621,-84.74612,Cusseta,GA,Georgia,2223
31806,32.26147,-84.30043,Ellaville,GA,Georgia,4462
31807,32.64054,-84.80142,Ellerslie,GA,Georgia,2000
31808,32.63545,-85.00707,Fortson,GA,Georgia,8406
31810,32.56775,-84.53236,Geneva,GA,Georgia,220
31811,32.74522,-84.93327,Hamilton,GA,Georgia,6028
31812,32.63173,-84.42019,Junction City,GA,Georgia,663
31814,32.20531,-84.8614,Louvale,GA,Georgia,0
31815,32.04117,-84.85407,Lumpkin,GA,Georgia,3515
31816,32.8762,-84.60169,Manchester,GA,Georgia,4956
31820,32.57576,-84.82947,Midland,GA,Georgia,12477
31821,32.14048,-84.97083,Omaha,GA,Georgia,40
31822,32.86708,-84.91107,Pine Mountain,GA,Georgia,5899
31823,32.80061,-84.81377,Pine Mountain Valley,GA,Georgia,602
31824,32.05687,-84.5229,Preston,GA,Georgia,1131
31825,32.1081,-84.6693,Richland,GA,Georgia,2512
31826,32.79526,-84.70292,Shiloh,GA,Georgia,1962
31827,32.69821,-84.49847,Talbotton,GA,Georgia,2114
31829,32.56681,-84.72787,Upatoi,GA,Georgia,1467
31830,32.8951,-84.72689,Warm Springs,GA,Georgia,2523
31831,32.66486,-84.70701,Waverly Hall,GA,Georgia,3751
31832,31.95501,-84.61709,Weston,GA,Georgia,175
31833,32.84963,-85.09202,West Point,GA,Georgia,6872
31836,32.79189,-84.54891,Woodland,GA,Georgia,809
31901,32.46461,-84.97986,Columbus,GA,Georgia,5728
31903,32.41484,-84.95321,Columbus,GA,Georgia,19587
31904,32.55189,-85.00009,Columbus,GA,Georgia,34865
31905,32.37304,-84.84331,Fort Benning,GA,Georgia,16973
31906,32.46815,-84.94963,Columbus,GA,Georgia,20722
31907,32.48388,-84.89976,Columbus,GA,Georgia,61085
31909,32.54517,-84.92385,Columbus,GA,Georgia,40062
32003,30.09813,-81.71255,Fleming Island,FL,Florida,29505
32008,29.90351,-82.90311,Branford,FL,Florida,5920
32009,30.42078,-81.97252,Bryceville,FL,Florida,3372
32011,30.56985,-81.83975,Callahan,FL,Florida,14791
32013,30.19366,-83.29116,Day,FL,Florida,66
32024,30.0793,-82.72597,Lake City,FL,Florida,18712
32025,30.11266,-82.57072,Lake City,FL,Florida,23649
32033,29.78851,-81.44263,Elkton,FL,Florida,4666
32034,30.624,-81.49392,Fernandina Beach,FL,Florida,38747
32038,29.93617,-82.69924,Fort White,FL,Florida,9905
32040,30.24696,-82.23531,Glen Saint Mary,FL,Florida,8006
32043,29.92991,-81.74304,Green Cove Springs,FL,Florida,30249
32044,29.85344,-82.16425,Hampton,FL,Florida,2268
32046,30.70253,-81.91718,Hilliard,FL,Florida,10745
32052,30.48683,-82.94499,Jasper,FL,Florida,8712
32053,30.56417,-83.1519,Jennings,FL,Florida,3729
32054,30.0281,-82.39143,Lake Butler,FL,Florida,12757
32055,30.27031,-82.62507,Lake City,FL,Florida,16184
32058,30.07988,-82.10743,Lawtey,FL,Florida,5411
32059,30.38672,-83.27066,Lee,FL,Florida,2670
32060,30.27554,-83.04935,Live Oak,FL,Florida,23078
32061,30.08311,-82.51666,Lulu,FL,Florida,344
32062,30.13276,-82.9754,McAlpin,FL,Florida,1862
32063,30.27045,-82.11974,Macclenny,FL,Florida,14024
32064,30.28907,-83.02375,Live Oak,FL,Florida,7433
32065,30.15613,-81.81762,Orange Park,FL,Florida,39146
32066,30.04423,-83.22495,Mayo,FL,Florida,6973
32068,30.08218,-81.88245,Middleburg,FL,Florida,57231
32071,30.04097,-82.945,O'Brien,FL,Florida,2987
32073,30.16766,-81.74069,Orange Park,FL,Florida,42278
32079,29.97814,-81.80563,Penney Farms,FL,Florida,384
32080,29.82453,-81.27412,Saint Augustine,FL,Florida,21001
32081,30.12143,-81.42089,Ponte Vedra,FL,Florida,20867
32082,30.12488,-81.36577,Ponte Vedra Beach,FL,Florida,28721
32083,30.09074,-82.23222,Raiford,FL,Florida,2159
32084,29.91412,-81.36417,Saint Augustine,FL,Florida,35618
32086,29.75656,-81.30282,Saint Augustine,FL,Florida,32753
32087,30.36999,-82.29741,Sanderson,FL,Florida,5605
32091,29.93205,-82.11324,Starke,FL,Florida,15618
32092,29.92849,-81.52209,Saint Augustine,FL,Florida,42245
32094,30.19797,-82.82767,Wellborn,FL,Florida,3358
32095,30.01693,-81.40927,Saint Augustine,FL,Florida,15021
32096,30.43678,-82.7011,White Springs,FL,Florida,2793
32097,30.65851,-81.64478,Yulee,FL,Florida,20752
32102,29.1359,-81.52544,Astor,FL,Florida,2319
32110,29.44456,-81.36131,Bunnell,FL,Florida,8909
32112,29.42664,-81.55649,Crescent City,FL,Florida,7501
32113,29.39836,-82.08127,Citra,FL,Florida,4966
32114,29.19312,-81.04915,Daytona Beach,FL,Florida,34560
32117,29.23351,-81.06727,Daytona Beach,FL,Florida,29100
32118,29.21035,-81.00425,Daytona Beach,FL,Florida,18123
32119,29.16001,-81.02707,Daytona Beach,FL,Florida,22677
32124,29.15802,-81.15732,Daytona Beach,FL,Florida,7449
32127,29.10866,-80.97907,Port Orange,FL,Florida,28136
32128,29.09773,-81.07467,Port Orange,FL,Florida,21811
32129,29.13721,-81.02381,Port Orange,FL,Florida,22670
32130,29.15704,-81.34501,De Leon Springs,FL,Florida,4756
32131,29.67803,-81.56785,East Palatka,FL,Florida,4273
32132,28.97731,-80.92345,Edgewater,FL,Florida,7667
32133,29.01061,-81.92036,Eastlake Weir,FL,Florida,711
32134,29.37177,-81.82562,Fort McCoy,FL,Florida,7147
32136,29.45252,-81.14025,Flagler Beach,FL,Florida,8209
32137,29.58057,-81.22455,Palm Coast,FL,Florida,44687
32139,29.37693,-81.61431,Georgetown,FL,Florida,853
32140,29.76274,-81.86306,Florahome,FL,Florida,1802
32141,28.92322,-80.90196,Edgewater,FL,Florida,18859
32145,29.67899,-81.41973,Hastings,FL,Florida,5539
32147,29.63157,-81.79577,Hollister,FL,Florida,1961
32148,29.60088,-81.88191,Interlachen,FL,Florida,10552
32157,29.46296,-81.58165,Lake Como,FL,Florida,376
32159,28.92456,-81.90528,Lady Lake,FL,Florida,29613
32162,28.91629,-81.99374,The Villages,FL,Florida,51373
32163,28.81878,-81.98663,The Villages,FL,Florida,24467
32164,29.48316,-81.2174,Palm Coast,FL,Florida,50008
32168,28.98214,-81.03721,New Smyrna Beach,FL,Florida,30060
32169,28.97934,-80.87386,New Smyrna Beach,FL,Florida,10400
32174,29.28928,-81.16446,Ormond Beach,FL,Florida,51319
32176,29.33216,-81.06327,Ormond Beach,FL,Florida,13741
32177,29.69011,-81.70565,Palatka,FL,Florida,26087
32179,29.09631,-81.89686,Ocklawaha,FL,Florida,8043
32180,29.23437,-81.44521,Pierson,FL,Florida,5144
32181,29.50658,-81.60126,Pomona Park,FL,Florida,3119
32182,29.50926,-81.94113,Orange Springs,FL,Florida,55
32187,29.57827,-81.55392,San Mateo,FL,Florida,1337
32189,29.54991,-81.64819,Satsuma,FL,Florida,5287
32190,29.33289,-81.49056,Seville,FL,Florida,1524
32192,29.35005,-82.11109,Sparr,FL,Florida,0
32193,29.47605,-81.6647,Welaka,FL,Florida,1057
32195,28.9854,-81.89814,Weirsdale,FL,Florida,2984
32202,30.32505,-81.64786,Jacksonville,FL,Florida,6717
32203,30.33702,-81.67129,Jacksonville,FL,Florida,0
32204,30.31636,-81.68095,Jacksonville,FL,Florida,7750
32205,30.30275,-81.72257,Jacksonville,FL,Florida,31398
32206,30.35069,-81.63865,Jacksonville,FL,Florida,16406
32207,30.29,-81.64018,Jacksonville,FL,Florida,36711
32208,30.39351,-81.68245,Jacksonville,FL,Florida,32244
32209,30.36141,-81.69573,Jacksonville,FL,Florida,35915
32210,30.26491,-81.74746,Jacksonville,FL,Florida,66824
32211,30.33276,-81.58428,Jacksonville,FL,Florida,35668
32212,30.21916,-81.67869,Jacksonville,FL,Florida,2275
32214,30.20749,-81.68334,Jacksonville,FL,Florida,0
32216,30.27891,-81.58305,Jacksonville,FL,Florida,39762
32217,30.2394,-81.62722,Jacksonville,FL,Florida,20303
32218,30.48673,-81.66959,Jacksonville,FL,Florida,68534
32219,30.41815,-81.81367,Jacksonville,FL,Florida,14169
32220,30.33693,-81.85335,Jacksonville,FL,Florida,12020
32221,30.26043,-81.86764,Jacksonville,FL,Florida,29346
32222,30.21651,-81.8293,Jacksonville,FL,Florida,14879
32223,30.1549,-81.64821,Jacksonville,FL,Florida,25824
32224,30.26815,-81.4642,Jacksonville,FL,Florida,41366
32225,30.35768,-81.50592,Jacksonville,FL,Florida,55401
32226,30.46444,-81.50999,Jacksonville,FL,Florida,18097
32227,30.38792,-81.40571,Jacksonville,FL,Florida,3510
32228,30.39158,-81.40022,Jacksonville,FL,Florida,412
32233,30.35943,-81.42098,Atlantic Beach,FL,Florida,24489
32234,30.20784,-82.01096,Jacksonville,FL,Florida,7780
32244,30.2171,-81.75384,Jacksonville,FL,Florida,63709
32246,30.29422,-81.51782,Jacksonville,FL,Florida,56222
32250,30.27846,-81.41035,Jacksonville Beach,FL,Florida,28859
32254,30.34164,-81.73549,Jacksonville,FL,Florida,13798
32256,30.1929,-81.50309,Jacksonville,FL,Florida,48988
32257,30.19515,-81.6123,Jacksonville,FL,Florida,41487
32258,30.13874,-81.54941,Jacksonville,FL,Florida,41004
32259,30.07109,-81.6029,Saint Johns,FL,Florida,62354
32266,30.31648,-81.41177,Neptune Beach,FL,Florida,6880
32277,30.3728,-81.59465,Jacksonville,FL,Florida,33948
32301,30.42701,-84.25799,Tallahassee,FL,Florida,32425
32303,30.51237,-84.34386,Tallahassee,FL,Florida,50598
32304,30.45346,-84.35314,Tallahassee,FL,Florida,45853
32305,30.3337,-84.26977,Tallahassee,FL,Florida,20815
32306,30.44227,-84.29455,Tallahassee,FL,Florida,1827
32307,30.42173,-84.28686,Tallahassee,FL,Florida,1758
32308,30.4781,-84.21968,Tallahassee,FL,Florida,22415
32309,30.57174,-84.10128,Tallahassee,FL,Florida,33505
32310,30.39924,-84.50694,Tallahassee,FL,Florida,14090
32311,30.39647,-84.16843,Tallahassee,FL,Florida,21231
32312,30.60421,-84.23996,Tallahassee,FL,Florida,31956
32313,30.44168,-84.30287,Tallahassee,FL,Florida,0
32317,30.46746,-84.11442,Tallahassee,FL,Florida,14492
32320,29.74232,-85.06938,Apalachicola,FL,Florida,4010
32321,30.26196,-84.9891,Bristol,FL,Florida,6443
32322,29.89948,-84.62327,Carrabelle,FL,Florida,3824
32323,29.89185,-84.6122,Lanark Village,FL,Florida,104
32324,30.65635,-84.79126,Chattahoochee,FL,Florida,5039
32327,30.18705,-84.30472,Crawfordville,FL,Florida,29946
32328,29.8463,-84.90991,Eastpoint,FL,Florida,3889
32330,30.57859,-84.74799,Greensboro,FL,Florida,779
32331,30.45851,-83.6294,Greenville,FL,Florida,4775
32332,30.61168,-84.6657,Gretna,FL,Florida,1178
32333,30.60677,-84.41249,Havana,FL,Florida,11695
32334,30.2612,-84.75835,Hosford,FL,Florida,1494
32336,30.26371,-83.86319,Lamont,FL,Florida,1553
32337,30.48307,-84.02104,Lloyd,FL,Florida,48
32340,30.45651,-83.42667,Madison,FL,Florida,10456
32343,30.48515,-84.47652,Midway,FL,Florida,3416
32344,30.44645,-83.91902,Monticello,FL,Florida,12151
32346,29.97919,-84.38387,Panacea,FL,Florida,2049
32347,30.14416,-83.64268,Perry,FL,Florida,7072
32348,29.94808,-83.56762,Perry,FL,Florida,13032
32350,30.58662,-83.32242,Pinetta,FL,Florida,1421
32351,30.52358,-84.68362,Quincy,FL,Florida,17508
32352,30.6499,-84.58535,Quincy,FL,Florida,4618
32355,30.1695,-84.21002,Saint Marks,FL,Florida,298
32356,29.85387,-83.40018,Salem,FL,Florida,0
32358,30.09535,-84.54468,Sopchoppy,FL,Florida,1256
32359,29.66181,-83.37047,Steinhatchee,FL,Florida,958
32360,30.36506,-84.81238,Telogia,FL,Florida,50
32361,30.35765,-83.98865,Wacissa,FL,Florida,430
32399,30.40162,-84.24426,Tallahassee,FL,Florida,0
32401,30.14477,-85.67448,Panama City,FL,Florida,19208
32403,30.05337,-85.55679,Panama City,FL,Florida,1416
32404,30.19075,-85.51122,Panama City,FL,Florida,39832
32405,30.20002,-85.66869,Panama City,FL,Florida,29999
32407,30.20276,-85.7912,Panama City Beach,FL,Florida,14355
32408,30.1593,-85.75324,Panama City,FL,Florida,19821
32409,30.33447,-85.70516,Panama City,FL,Florida,10004
32410,29.94805,-85.41812,Mexico Beach,FL,Florida,517
32413,30.30975,-85.88745,Panama City Beach,FL,Florida,14472
32420,30.63637,-85.38123,Alford,FL,Florida,2275
32421,30.52973,-85.19308,Altha,FL,Florida,4197
32423,30.94496,-85.06073,Bascom,FL,Florida,974
32424,30.38901,-85.08232,Blountstown,FL,Florida,7208
32425,30.85538,-85.72225,Bonifay,FL,Florida,14135
32426,30.94861,-85.36714,Campbellton,FL,Florida,802
32427,30.71587,-85.79311,Caryville,FL,Florida,1088
32428,30.61797,-85.57154,Chipley,FL,Florida,17578
