ID,bed,bath,acre_lot,city,state,zip_code,house_size,price,sold_previously
Puert21449,2.0,2.0,17.2,Guaynabo,Puerto Rico,966.0,709.0,135000.0,0.0
Puert21450,3.0,2.0,0.09,Gurabo,Puerto Rico,778.0,2100.0,260000.0,0.0
Puert21451,7.0,5.0,0.08,San Juan,Puerto Rico,920.0,2000.0,210000.0,0.0
Puert21452,5.0,5.0,0.32,San Juan,Puerto Rico,927.0,6000.0,2275000.0,0.0
Puert21453,4.0,2.0,0.12,Mayaguez,Puerto Rico,682.0,1300.0,90000.0,0.0
Puert21454,4.0,2.0,0.03,Toa Baja,Puerto Rico,949.0,1111.0,125000.0,0.0
Puert21455,3.0,1.0,-1.1,San Juan,Puerto Rico,921.0,673.0,135000.0,0.0
Puert21456,3.0,2.0,10.2,Guaynabo,Puerto Rico,965.0,1500.0,255000.0,0.0
Puert21457,3.0,2.0,10.2,San Juan,Puerto Rico,926.0,1340.0,175000.0,0.0
Puert21458,2.0,1.0,5.9,San Juan,Puerto Rico,901.0,565.0,280000.0,0.0
Puert21459,3.0,2.0,0.14,San Juan,Puerto Rico,921.0,1569.0,350000.0,0.0
Puert21460,4.0,2.0,0.15,Guaynabo,Puerto Rico,966.0,2000.0,650000.0,0.0
Puert21461,3.0,2.0,10.2,Guaynabo,Puerto Rico,969.0,1551.0,365000.0,0.0
Puert21462,1.0,1.0,12.9,San Juan,Puerto Rico,920.0,596.0,125000.0,0.0
Puert21463,4.0,2.0,0.07,Toa Baja,Puerto Rico,949.0,2400.0,420000.0,0.0
Puert21464,2.0,2.0,17.2,San Juan,Puerto Rico,911.0,1780.0,3300000.0,0.0
Puert21465,1.0,1.0,12.9,San Juan,Puerto Rico,907.0,664.0,191000.0,0.0
Puert21466,3.0,3.0,21.5,San Juan,Puerto Rico,901.0,3900.0,3950000.0,0.0
Puert21467,4.0,3.0,0.16,Guaynabo,Puerto Rico,969.0,3540.0,598000.0,0.0
Puert21468,3.0,2.0,10.2,San Juan,Puerto Rico,907.0,2000.0,3700000.0,0.0
Puert21469,5.0,4.0,0.25,San Juan,Puerto Rico,926.0,3123.0,2000000.0,0.0
Puert21470,1.0,1.0,12.9,San Juan,Puerto Rico,901.0,1300.0,636000.0,0.0
Puert21471,1.0,1.0,12.9,San Juan,Puerto Rico,926.0,557.0,325000.0,0.0
Puert21472,4.0,3.0,14.5,San Juan,Puerto Rico,907.0,3000.0,2975000.0,0.0
Puert21473,2.0,3.0,28.5,San Juan,Puerto Rico,912.0,1600.0,1200000.0,0.0
Puert21474,1.0,1.0,0.07,San Juan,Puerto Rico,995.0,4180.0,410000.0,0.0
Puert21475,3.0,2.0,2.57,Carolina,Puerto Rico,983.0,1264.0,68100.0,0.0
Puert21476,5.0,5.0,0.07,Carolina,Puerto Rico,983.0,3303.0,159900.0,0.0
Puert21477,1.0,1.0,0.09,Carolina,Puerto Rico,983.0,2522.0,113000.0,0.0
Puert21478,1.0,1.0,12.9,Carolina,Puerto Rico,983.0,616.0,57000.0,0.0
Puert21479,3.0,2.0,0.03,Carolina,Puerto Rico,983.0,1490.0,145000.0,0.0
Puert21480,4.0,2.0,0.07,Carolina,Puerto Rico,983.0,1200.0,150000.0,0.0
Puert21481,3.0,2.0,0.02,Carolina,Puerto Rico,983.0,923.0,117000.0,0.0
Puert21482,4.0,2.0,0.08,Carolina,Puerto Rico,983.0,1133.0,91000.0,0.0
Puert21483,3.0,2.0,10.2,Carolina,Puerto Rico,983.0,1454.0,139000.0,0.0
Puert21484,3.0,2.0,1.0,Carolina,Puerto Rico,983.0,1229.0,209000.0,0.0
Puert21485,4.0,3.0,0.15,Carolina,Puerto Rico,983.0,2611.0,610000.0,0.0
Puert21486,6.0,3.0,0.08,Carolina,Puerto Rico,983.0,1785.0,86000.0,0.0
Puert21487,4.0,2.0,0.07,Carolina,Puerto Rico,983.0,1700.0,169000.0,0.0
Puert21488,3.0,2.0,0.09,Carolina,Puerto Rico,983.0,1574.0,180000.0,0.0
Puert21489,4.0,2.0,0.09,Carolina,Puerto Rico,983.0,1072.0,119000.0,0.0
Puert21490,8.0,4.0,0.09,Carolina,Puerto Rico,983.0,1227.0,220000.0,0.0
